000805210042240329;19/01/2017 22:00:08;1
052399651983737586;19/01/2017 22:00:12;5
052106062444444261;19/01/2017 22:00:22;3
059245803983737058;19/01/2017 22:00:45;4
000805210042250329;19/01/2017 22:00:52;2
059249403983737058;19/01/2017 22:00:58;7
059242713983737058;19/01/2017 22:01:02;8
056855262444444374;19/01/2017 22:01:06;10
056859635583737581;19/01/2017 22:01:11;6
076952535583737583;19/01/2017 22:01:33;9
076950440837373373;19/01/2017 22:01:42;12
058818172444444373;19/01/2017 22:02:47;11
071249322444444373;19/01/2017 22:03:00;5
071245395583737583;19/01/2017 22:03:03;1
071241195583737583;19/01/2017 22:03:05;3
056881372444444374;19/01/2017 22:11:20;4
056338851983737581;19/01/2017 22:11:31;2
056331413983737581;19/01/2017 22:11:36;7
052851272444444261;19/01/2017 22:11:41;8
