590042015001022544009785;05/06/2022 00:05:56;4
590042015001022546009785;05/06/2022 00:05:49;4
420048911002058684000256;05/06/2022 00:05:46;5
590042015001022542009785;05/06/2022 00:05:42;4
590042015002045063009785;05/06/2022 00:05:42;7
420048911002058683000256;05/06/2022 00:05:39;5
350046004002053762010210;05/06/2022 00:01:15;4
350046004002053761010210;05/06/2022 00:01:10;4
070044510002050574000783;04/06/2022 23:56:33;4
070044510002050575000783;04/06/2022 23:56:28;5
490048919002058793000785;04/06/2022 23:55:17;5
870043884002049238001471;04/06/2022 23:55:13;7
000046853002055494011217;04/06/2022 23:55:02;7
150043687002048685000767;04/06/2022 23:54:10;4
490043635002048556010301;04/06/2022 23:53:55;6
870043884002049237001471;04/06/2022 23:53:48;5
110042895002046600000638;04/06/2022 23:47:21;4
110042895002046601000638;04/06/2022 23:47:13;4
060047266002056141011345;04/06/2022 23:44:05;2
070043241002047415010052;04/06/2022 23:39:52;2
040042392002045581001894;04/06/2022 23:39:48;6
100041918001022618000286;04/06/2022 23:38:42;6
680045141002051891003451;04/06/2022 23:38:37;3
490043635002048558010301;04/06/2022 23:38:31;2
530045139002051880010319;04/06/2022 23:38:27;6
150046112002053959000956;04/06/2022 23:36:46;6
340042395001022042001974;04/06/2022 23:35:02;7
150043212002047338007665;04/06/2022 23:35:00;6
340043858002049145001974;04/06/2022 23:34:51;4
920042928002046672001237;04/06/2022 23:33:44;4
540047608002056670004505;04/06/2022 23:32:56;4
490044405002050346000483;04/06/2022 23:28:59;7
040045308002052282000645;04/06/2022 23:28:27;2
870043453002048106001471;04/06/2022 23:28:25;6
070044486002050535007763;04/06/2022 23:27:51;4
070044486002050534007763;04/06/2022 23:27:44;4
680045410002052511001711;04/06/2022 23:24:00;11
680045410002052512001711;04/06/2022 23:23:55;11
680045141002051888003451;04/06/2022 23:23:47;6
490043635002048555010301;04/06/2022 23:23:21;3
490043635002048561010301;04/06/2022 23:22:23;7
880043005002046871000902;04/06/2022 23:22:22;2
880043005002046867000902;04/06/2022 23:22:18;1
880043005002046869000902;04/06/2022 23:22:12;2
220043702002048740000426;04/06/2022 23:22:12;7
880043005002046866000902;04/06/2022 23:22:10;1
220043702002048739000426;04/06/2022 23:22:06;7
080045648002053016010433;04/06/2022 23:22:01;3
720044187002049893000778;04/06/2022 23:21:42;7
490043635002048557010301;04/06/2022 23:21:41;3
720044187002049892000778;04/06/2022 23:21:28;7
490043635002048554010301;04/06/2022 23:21:25;3
490043635002048553010301;04/06/2022 23:21:15;3
040046043002053838011082;04/06/2022 23:20:34;6
490044645002050860009751;04/06/2022 23:20:22;2
070043269002047520009795;04/06/2022 23:17:40;2
370045854002053464010996;04/06/2022 23:17:05;2
700044528002050604010513;04/06/2022 23:17:02;4
250043244002047423000605;04/06/2022 23:16:26;4
530044050002049574009824;04/06/2022 23:14:11;7
870045955002053646000464;04/06/2022 23:14:03;2
860046277002054370011144;04/06/2022 23:13:52;1
870045955002053645000464;04/06/2022 23:13:51;2
860046276002054368011144;04/06/2022 23:13:46;4
860046277002054369011144;04/06/2022 23:13:39;1
860046276002054367011144;04/06/2022 23:13:38;4
530044050002049573009824;04/06/2022 23:13:22;3
420049039002059040000256;04/06/2022 23:13:04;4
420049039002059039000256;04/06/2022 23:12:58;4
280043617002048508000876;04/06/2022 23:09:35;4
090043079002046982007474;04/06/2022 23:09:29;1
280043617002048507000876;04/06/2022 23:09:29;4
280043617002048506000876;04/06/2022 23:09:24;4
090043079002046981007474;04/06/2022 23:09:22;1
280043617002048505000876;04/06/2022 23:09:19;4
370042117001022155008211;04/06/2022 23:08:55;7
370042117001022152008211;04/06/2022 23:07:59;3
370042117001022154008211;04/06/2022 23:07:53;3
260046647002055110011214;04/06/2022 23:07:53;5
420048889002058656000256;04/06/2022 23:07:11;2
770043530002048303010397;04/06/2022 23:07:08;5
420048889002058655000256;04/06/2022 23:07:07;2
480044506002050570010674;04/06/2022 23:07:06;3
480044506002050569010674;04/06/2022 23:07:00;3
720046803002055401003889;04/06/2022 23:06:31;4
720046803002055400003889;04/06/2022 23:06:27;3
200042673002046098000806;04/06/2022 23:06:04;4
040042904002046627000308;04/06/2022 23:05:48;4
040042904002046626000308;04/06/2022 23:05:43;4
870042273001022021001471;04/06/2022 23:05:38;7
870042273001022025001471;04/06/2022 23:05:33;7
300046246002054264003853;04/06/2022 23:05:32;3
300046246002054265003853;04/06/2022 23:05:28;3
870042273001022020001471;04/06/2022 23:05:28;7
300046246002054266003853;04/06/2022 23:05:18;3
860045566002052838010400;04/06/2022 23:05:03;4
380044474002050511001466;04/06/2022 23:05:02;2
380044474002050512001466;04/06/2022 23:04:56;2
870042273001022022001471;04/06/2022 23:04:52;5
720045840002053424011041;04/06/2022 23:04:43;5
910045959002053662011069;04/06/2022 23:04:23;1
910045959002053661011069;04/06/2022 23:04:18;1
900048084002057444011549;04/06/2022 23:04:03;4
590042982002046780010013;04/06/2022 23:03:00;4
590047390002056327010013;04/06/2022 23:03:00;2
590042982002046779010013;04/06/2022 23:02:54;4
590047390002056326010013;04/06/2022 23:02:52;2
550042140001022363010031;04/06/2022 23:02:20;7
550042140001022364010031;04/06/2022 23:02:13;7
460042099002045304009800;04/06/2022 23:01:56;3
460042099002045305009800;04/06/2022 23:01:50;3
680044442002050440000417;04/06/2022 23:01:17;3
550048364002057978010031;04/06/2022 23:01:05;7
850045291002052241010905;04/06/2022 23:00:51;7
850045291002052240010905;04/06/2022 23:00:44;7
520045626002052980001376;04/06/2022 22:59:37;4
520045924002053578001376;04/06/2022 22:59:26;3
